gtin,sku,description,locationGln,locationName,quantityOnHand,uom,status
00012345600012,SKU-WOOF-001-457,Premium Belly Rub Machine,0614141000029,Labrador Logistics Hub,1394,EA,active
00012345600029,SKU-WOOF-002-458,Tennis Ball Launcher 3000,0614141000036,German Shepherd Sorting Facility,307,EA,low_stock
00012345600036,SKU-WOOF-003-459,Squirrel Detection Radar,0614141000043,Poodle Processing Center,180,EA,active
00012345600043,SKU-WOOF-004-460,Anti-Mailman Defense System,0614141000050,Bulldog Bulk Warehouse,356,EA,active
00012345600050,SKU-WOOF-005-461,Automatic Treat Dispenser Pro,0614141000012,Golden Retriever Distribution Center,534,EA,active
00012345600067,SKU-WOOF-006-462,Indestructible Chew Toy (Ha Right),0614141000029,Labrador Logistics Hub,1137,EA,active
00012345600074,SKU-WOOF-007-463,Self-Cleaning Dog Bath Station,0614141000036,German Shepherd Sorting Facility,1250,EA,active
00012345600081,SKU-WOOF-008-464,AI-Powered Smart Dog Door,0614141000043,Poodle Processing Center,1402,EA,active
00012345600012,SKU-WOOF-001-465,Premium Belly Rub Machine,0614141000050,Bulldog Bulk Warehouse,1424,EA,active
00012345600029,SKU-WOOF-002-466,Tennis Ball Launcher 3000,0614141000012,Golden Retriever Distribution Center,1019,EA,low_stock
00012345600036,SKU-WOOF-003-467,Squirrel Detection Radar,0614141000029,Labrador Logistics Hub,506,EA,low_stock
00012345600043,SKU-WOOF-004-468,Anti-Mailman Defense System,0614141000036,German Shepherd Sorting Facility,1366,EA,active
00012345600050,SKU-WOOF-005-469,Automatic Treat Dispenser Pro,0614141000043,Poodle Processing Center,662,EA,low_stock
00012345600067,SKU-WOOF-006-470,Indestructible Chew Toy (Ha Right),0614141000050,Bulldog Bulk Warehouse,1454,EA,active
00012345600074,SKU-WOOF-007-471,Self-Cleaning Dog Bath Station,0614141000012,Golden Retriever Distribution Center,210,CS,active
00012345600081,SKU-WOOF-008-472,AI-Powered Smart Dog Door,0614141000029,Labrador Logistics Hub,1119,EA,low_stock
00012345600012,SKU-WOOF-001-473,Premium Belly Rub Machine,0614141000036,German Shepherd Sorting Facility,570,EA,active
00012345600029,SKU-WOOF-002-474,Tennis Ball Launcher 3000,0614141000043,Poodle Processing Center,1471,EA,low_stock
00012345600036,SKU-WOOF-003-475,Squirrel Detection Radar,0614141000050,Bulldog Bulk Warehouse,236,CS,reserved
00012345600043,SKU-WOOF-004-476,Anti-Mailman Defense System,0614141000012,Golden Retriever Distribution Center,807,EA,active
00012345600050,SKU-WOOF-005-477,Automatic Treat Dispenser Pro,0614141000029,Labrador Logistics Hub,456,EA,active
00012345600067,SKU-WOOF-006-478,Indestructible Chew Toy (Ha Right),0614141000036,German Shepherd Sorting Facility,1398,EA,reserved
00012345600074,SKU-WOOF-007-479,Self-Cleaning Dog Bath Station,0614141000043,Poodle Processing Center,1356,EA,active
00012345600081,SKU-WOOF-008-480,AI-Powered Smart Dog Door,0614141000050,Bulldog Bulk Warehouse,1204,EA,low_stock
00012345600012,SKU-WOOF-001-481,Premium Belly Rub Machine,0614141000012,Golden Retriever Distribution Center,658,EA,reserved
00012345600029,SKU-WOOF-002-482,Tennis Ball Launcher 3000,0614141000029,Labrador Logistics Hub,117,CS,low_stock
00012345600036,SKU-WOOF-003-483,Squirrel Detection Radar,0614141000036,German Shepherd Sorting Facility,640,EA,active
00012345600043,SKU-WOOF-004-484,Anti-Mailman Defense System,0614141000043,Poodle Processing Center,1085,EA,active
00012345600050,SKU-WOOF-005-485,Automatic Treat Dispenser Pro,0614141000050,Bulldog Bulk Warehouse,619,EA,active
00012345600067,SKU-WOOF-006-486,Indestructible Chew Toy (Ha Right),0614141000012,Golden Retriever Distribution Center,900,EA,active
00012345600074,SKU-WOOF-007-487,Self-Cleaning Dog Bath Station,0614141000029,Labrador Logistics Hub,1268,CS,active
00012345600081,SKU-WOOF-008-488,AI-Powered Smart Dog Door,0614141000036,German Shepherd Sorting Facility,643,EA,active
00012345600012,SKU-WOOF-001-489,Premium Belly Rub Machine,0614141000043,Poodle Processing Center,1309,PL,active
00012345600029,SKU-WOOF-002-490,Tennis Ball Launcher 3000,0614141000050,Bulldog Bulk Warehouse,110,CS,active
00012345600036,SKU-WOOF-003-491,Squirrel Detection Radar,0614141000012,Golden Retriever Distribution Center,1029,EA,active
00012345600043,SKU-WOOF-004-492,Anti-Mailman Defense System,0614141000029,Labrador Logistics Hub,1264,EA,active
00012345600050,SKU-WOOF-005-493,Automatic Treat Dispenser Pro,0614141000036,German Shepherd Sorting Facility,620,EA,active
00012345600067,SKU-WOOF-006-494,Indestructible Chew Toy (Ha Right),0614141000043,Poodle Processing Center,982,EA,active
00012345600074,SKU-WOOF-007-495,Self-Cleaning Dog Bath Station,0614141000050,Bulldog Bulk Warehouse,86,CS,active
00012345600081,SKU-WOOF-008-496,AI-Powered Smart Dog Door,0614141000012,Golden Retriever Distribution Center,680,EA,low_stock
00012345600012,SKU-WOOF-001-497,Premium Belly Rub Machine,0614141000029,Labrador Logistics Hub,248,EA,low_stock
00012345600029,SKU-WOOF-002-498,Tennis Ball Launcher 3000,0614141000036,German Shepherd Sorting Facility,757,EA,active
00012345600036,SKU-WOOF-003-499,Squirrel Detection Radar,0614141000043,Poodle Processing Center,447,EA,active
00012345600043,SKU-WOOF-004-500,Anti-Mailman Defense System,0614141000050,Bulldog Bulk Warehouse,548,EA,active
00012345600050,SKU-WOOF-005-501,Automatic Treat Dispenser Pro,0614141000012,Golden Retriever Distribution Center,305,EA,active
00012345600067,SKU-WOOF-006-502,Indestructible Chew Toy (Ha Right),0614141000029,Labrador Logistics Hub,1292,EA,low_stock
00012345600074,SKU-WOOF-007-503,Self-Cleaning Dog Bath Station,0614141000036,German Shepherd Sorting Facility,232,EA,reserved
00012345600081,SKU-WOOF-008-504,AI-Powered Smart Dog Door,0614141000043,Poodle Processing Center,1041,EA,reserved
00012345600012,SKU-WOOF-001-505,Premium Belly Rub Machine,0614141000050,Bulldog Bulk Warehouse,950,EA,active
00012345600029,SKU-WOOF-002-506,Tennis Ball Launcher 3000,0614141000012,Golden Retriever Distribution Center,86,EA,reserved
00012345600036,SKU-WOOF-003-507,Squirrel Detection Radar,0614141000029,Labrador Logistics Hub,1023,PL,low_stock
00012345600043,SKU-WOOF-004-508,Anti-Mailman Defense System,0614141000036,German Shepherd Sorting Facility,1242,EA,active
00012345600050,SKU-WOOF-005-509,Automatic Treat Dispenser Pro,0614141000043,Poodle Processing Center,386,EA,low_stock
00012345600067,SKU-WOOF-006-510,Indestructible Chew Toy (Ha Right),0614141000050,Bulldog Bulk Warehouse,559,EA,active
00012345600074,SKU-WOOF-007-511,Self-Cleaning Dog Bath Station,0614141000012,Golden Retriever Distribution Center,427,EA,active
00012345600081,SKU-WOOF-008-512,AI-Powered Smart Dog Door,0614141000029,Labrador Logistics Hub,109,EA,active
00012345600012,SKU-WOOF-001-513,Premium Belly Rub Machine,0614141000036,German Shepherd Sorting Facility,1306,CS,active
00012345600029,SKU-WOOF-002-514,Tennis Ball Launcher 3000,0614141000043,Poodle Processing Center,1133,PL,active
00012345600036,SKU-WOOF-003-515,Squirrel Detection Radar,0614141000050,Bulldog Bulk Warehouse,909,EA,active
00012345600043,SKU-WOOF-004-516,Anti-Mailman Defense System,0614141000012,Golden Retriever Distribution Center,255,EA,low_stock
00012345600050,SKU-WOOF-005-517,Automatic Treat Dispenser Pro,0614141000029,Labrador Logistics Hub,708,EA,active
00012345600067,SKU-WOOF-006-518,Indestructible Chew Toy (Ha Right),0614141000036,German Shepherd Sorting Facility,1089,EA,low_stock
00012345600074,SKU-WOOF-007-519,Self-Cleaning Dog Bath Station,0614141000043,Poodle Processing Center,1347,EA,low_stock
00012345600081,SKU-WOOF-008-520,AI-Powered Smart Dog Door,0614141000050,Bulldog Bulk Warehouse,844,CS,low_stock
00012345600012,SKU-WOOF-001-521,Premium Belly Rub Machine,0614141000012,Golden Retriever Distribution Center,348,EA,active
00012345600029,SKU-WOOF-002-522,Tennis Ball Launcher 3000,0614141000029,Labrador Logistics Hub,621,EA,low_stock
00012345600036,SKU-WOOF-003-523,Squirrel Detection Radar,0614141000036,German Shepherd Sorting Facility,1467,CS,active
00012345600043,SKU-WOOF-004-524,Anti-Mailman Defense System,0614141000043,Poodle Processing Center,1291,EA,active
00012345600050,SKU-WOOF-005-525,Automatic Treat Dispenser Pro,0614141000050,Bulldog Bulk Warehouse,1353,EA,low_stock
00012345600067,SKU-WOOF-006-526,Indestructible Chew Toy (Ha Right),0614141000012,Golden Retriever Distribution Center,775,EA,active
00012345600074,SKU-WOOF-007-527,Self-Cleaning Dog Bath Station,0614141000029,Labrador Logistics Hub,1052,EA,active
00012345600081,SKU-WOOF-008-528,AI-Powered Smart Dog Door,0614141000036,German Shepherd Sorting Facility,513,EA,low_stock
00012345600012,SKU-WOOF-001-529,Premium Belly Rub Machine,0614141000043,Poodle Processing Center,740,EA,active
00012345600029,SKU-WOOF-002-530,Tennis Ball Launcher 3000,0614141000050,Bulldog Bulk Warehouse,1296,EA,active
00012345600036,SKU-WOOF-003-531,Squirrel Detection Radar,0614141000012,Golden Retriever Distribution Center,1469,EA,active
00012345600043,SKU-WOOF-004-532,Anti-Mailman Defense System,0614141000029,Labrador Logistics Hub,732,CS,active
00012345600050,SKU-WOOF-005-533,Automatic Treat Dispenser Pro,0614141000036,German Shepherd Sorting Facility,651,EA,active
00012345600067,SKU-WOOF-006-534,Indestructible Chew Toy (Ha Right),0614141000043,Poodle Processing Center,715,EA,active
00012345600074,SKU-WOOF-007-535,Self-Cleaning Dog Bath Station,0614141000050,Bulldog Bulk Warehouse,1445,EA,active
00012345600081,SKU-WOOF-008-536,AI-Powered Smart Dog Door,0614141000012,Golden Retriever Distribution Center,849,EA,reserved
00012345600012,SKU-WOOF-001-537,Premium Belly Rub Machine,0614141000029,Labrador Logistics Hub,218,EA,reserved
00012345600029,SKU-WOOF-002-538,Tennis Ball Launcher 3000,0614141000036,German Shepherd Sorting Facility,983,EA,active
00012345600036,SKU-WOOF-003-539,Squirrel Detection Radar,0614141000043,Poodle Processing Center,1317,EA,active
00012345600043,SKU-WOOF-004-540,Anti-Mailman Defense System,0614141000050,Bulldog Bulk Warehouse,1074,EA,active
00012345600050,SKU-WOOF-005-541,Automatic Treat Dispenser Pro,0614141000012,Golden Retriever Distribution Center,159,EA,active
00012345600067,SKU-WOOF-006-542,Indestructible Chew Toy (Ha Right),0614141000029,Labrador Logistics Hub,1223,CS,low_stock
00012345600074,SKU-WOOF-007-543,Self-Cleaning Dog Bath Station,0614141000036,German Shepherd Sorting Facility,1121,CS,active
00012345600081,SKU-WOOF-008-544,AI-Powered Smart Dog Door,0614141000043,Poodle Processing Center,733,EA,low_stock
00012345600012,SKU-WOOF-001-545,Premium Belly Rub Machine,0614141000050,Bulldog Bulk Warehouse,154,CS,active
00012345600029,SKU-WOOF-002-546,Tennis Ball Launcher 3000,0614141000012,Golden Retriever Distribution Center,752,EA,low_stock
00012345600036,SKU-WOOF-003-547,Squirrel Detection Radar,0614141000029,Labrador Logistics Hub,257,CS,active
00012345600043,SKU-WOOF-004-548,Anti-Mailman Defense System,0614141000036,German Shepherd Sorting Facility,150,EA,active
00012345600050,SKU-WOOF-005-549,Automatic Treat Dispenser Pro,0614141000043,Poodle Processing Center,142,EA,active
00012345600067,SKU-WOOF-006-550,Indestructible Chew Toy (Ha Right),0614141000050,Bulldog Bulk Warehouse,656,EA,active
00012345600074,SKU-WOOF-007-551,Self-Cleaning Dog Bath Station,0614141000012,Golden Retriever Distribution Center,739,EA,active
00012345600081,SKU-WOOF-008-552,AI-Powered Smart Dog Door,0614141000029,Labrador Logistics Hub,738,EA,low_stock
00012345600012,SKU-WOOF-001-553,Premium Belly Rub Machine,0614141000036,German Shepherd Sorting Facility,721,CS,active
00012345600029,SKU-WOOF-002-554,Tennis Ball Launcher 3000,0614141000043,Poodle Processing Center,1164,EA,active
00012345600036,SKU-WOOF-003-555,Squirrel Detection Radar,0614141000050,Bulldog Bulk Warehouse,242,EA,active
00012345600043,SKU-WOOF-004-556,Anti-Mailman Defense System,0614141000012,Golden Retriever Distribution Center,231,EA,active
00012345600050,SKU-WOOF-005-557,Automatic Treat Dispenser Pro,0614141000029,Labrador Logistics Hub,701,CS,active
00012345600067,SKU-WOOF-006-558,Indestructible Chew Toy (Ha Right),0614141000036,German Shepherd Sorting Facility,648,EA,reserved
00012345600074,SKU-WOOF-007-559,Self-Cleaning Dog Bath Station,0614141000043,Poodle Processing Center,1489,EA,active
00012345600081,SKU-WOOF-008-560,AI-Powered Smart Dog Door,0614141000050,Bulldog Bulk Warehouse,1384,CS,active
00012345600012,SKU-WOOF-001-561,Premium Belly Rub Machine,0614141000012,Golden Retriever Distribution Center,1081,EA,active
00012345600029,SKU-WOOF-002-562,Tennis Ball Launcher 3000,0614141000029,Labrador Logistics Hub,1395,EA,active
00012345600036,SKU-WOOF-003-563,Squirrel Detection Radar,0614141000036,German Shepherd Sorting Facility,491,EA,low_stock
00012345600043,SKU-WOOF-004-564,Anti-Mailman Defense System,0614141000043,Poodle Processing Center,976,EA,active
00012345600050,SKU-WOOF-005-565,Automatic Treat Dispenser Pro,0614141000050,Bulldog Bulk Warehouse,501,CS,active
00012345600067,SKU-WOOF-006-566,Indestructible Chew Toy (Ha Right),0614141000012,Golden Retriever Distribution Center,70,EA,active
00012345600074,SKU-WOOF-007-567,Self-Cleaning Dog Bath Station,0614141000029,Labrador Logistics Hub,1478,EA,active
00012345600081,SKU-WOOF-008-568,AI-Powered Smart Dog Door,0614141000036,German Shepherd Sorting Facility,1431,EA,low_stock
00012345600012,SKU-WOOF-001-569,Premium Belly Rub Machine,0614141000043,Poodle Processing Center,254,CS,active
00012345600029,SKU-WOOF-002-570,Tennis Ball Launcher 3000,0614141000050,Bulldog Bulk Warehouse,359,EA,low_stock
00012345600036,SKU-WOOF-003-571,Squirrel Detection Radar,0614141000012,Golden Retriever Distribution Center,1190,EA,active
00012345600043,SKU-WOOF-004-572,Anti-Mailman Defense System,0614141000029,Labrador Logistics Hub,967,EA,active
00012345600050,SKU-WOOF-005-573,Automatic Treat Dispenser Pro,0614141000036,German Shepherd Sorting Facility,511,EA,active
00012345600067,SKU-WOOF-006-574,Indestructible Chew Toy (Ha Right),0614141000043,Poodle Processing Center,94,EA,low_stock
00012345600074,SKU-WOOF-007-575,Self-Cleaning Dog Bath Station,0614141000050,Bulldog Bulk Warehouse,1277,EA,active
00012345600081,SKU-WOOF-008-576,AI-Powered Smart Dog Door,0614141000012,Golden Retriever Distribution Center,1408,EA,active
00012345600012,SKU-WOOF-001-577,Premium Belly Rub Machine,0614141000029,Labrador Logistics Hub,891,EA,low_stock
00012345600029,SKU-WOOF-002-578,Tennis Ball Launcher 3000,0614141000036,German Shepherd Sorting Facility,555,EA,active
00012345600036,SKU-WOOF-003-579,Squirrel Detection Radar,0614141000043,Poodle Processing Center,903,EA,active
00012345600043,SKU-WOOF-004-580,Anti-Mailman Defense System,0614141000050,Bulldog Bulk Warehouse,1258,EA,reserved
00012345600050,SKU-WOOF-005-581,Automatic Treat Dispenser Pro,0614141000012,Golden Retriever Distribution Center,399,EA,active
00012345600067,SKU-WOOF-006-582,Indestructible Chew Toy (Ha Right),0614141000029,Labrador Logistics Hub,69,CS,active
00012345600074,SKU-WOOF-007-583,Self-Cleaning Dog Bath Station,0614141000036,German Shepherd Sorting Facility,1092,EA,active
00012345600081,SKU-WOOF-008-584,AI-Powered Smart Dog Door,0614141000043,Poodle Processing Center,114,EA,low_stock
00012345600012,SKU-WOOF-001-585,Premium Belly Rub Machine,0614141000050,Bulldog Bulk Warehouse,1122,CS,active
00012345600029,SKU-WOOF-002-586,Tennis Ball Launcher 3000,0614141000012,Golden Retriever Distribution Center,386,EA,reserved
00012345600036,SKU-WOOF-003-587,Squirrel Detection Radar,0614141000029,Labrador Logistics Hub,123,EA,active
00012345600043,SKU-WOOF-004-588,Anti-Mailman Defense System,0614141000036,German Shepherd Sorting Facility,1234,EA,active
00012345600050,SKU-WOOF-005-589,Automatic Treat Dispenser Pro,0614141000043,Poodle Processing Center,1161,EA,active
00012345600067,SKU-WOOF-006-590,Indestructible Chew Toy (Ha Right),0614141000050,Bulldog Bulk Warehouse,672,EA,active
00012345600074,SKU-WOOF-007-591,Self-Cleaning Dog Bath Station,0614141000012,Golden Retriever Distribution Center,482,EA,active
00012345600081,SKU-WOOF-008-592,AI-Powered Smart Dog Door,0614141000029,Labrador Logistics Hub,1231,EA,low_stock
00012345600012,SKU-WOOF-001-593,Premium Belly Rub Machine,0614141000036,German Shepherd Sorting Facility,295,EA,active
00012345600029,SKU-WOOF-002-594,Tennis Ball Launcher 3000,0614141000043,Poodle Processing Center,1337,EA,active
00012345600036,SKU-WOOF-003-595,Squirrel Detection Radar,0614141000050,Bulldog Bulk Warehouse,287,EA,active
00012345600043,SKU-WOOF-004-596,Anti-Mailman Defense System,0614141000012,Golden Retriever Distribution Center,1337,EA,low_stock
00012345600050,SKU-WOOF-005-597,Automatic Treat Dispenser Pro,0614141000029,Labrador Logistics Hub,62,EA,active
00012345600067,SKU-WOOF-006-598,Indestructible Chew Toy (Ha Right),0614141000036,German Shepherd Sorting Facility,111,EA,low_stock
00012345600074,SKU-WOOF-007-599,Self-Cleaning Dog Bath Station,0614141000043,Poodle Processing Center,1472,EA,active
00012345600081,SKU-WOOF-008-600,AI-Powered Smart Dog Door,0614141000050,Bulldog Bulk Warehouse,1241,PL,active
00012345600012,SKU-WOOF-001-601,Premium Belly Rub Machine,0614141000012,Golden Retriever Distribution Center,523,EA,reserved
00012345600029,SKU-WOOF-002-602,Tennis Ball Launcher 3000,0614141000029,Labrador Logistics Hub,1171,EA,low_stock
00012345600036,SKU-WOOF-003-603,Squirrel Detection Radar,0614141000036,German Shepherd Sorting Facility,534,EA,active
00012345600043,SKU-WOOF-004-604,Anti-Mailman Defense System,0614141000043,Poodle Processing Center,474,EA,active
00012345600050,SKU-WOOF-005-605,Automatic Treat Dispenser Pro,0614141000050,Bulldog Bulk Warehouse,119,EA,reserved
00012345600067,SKU-WOOF-006-606,Indestructible Chew Toy (Ha Right),0614141000012,Golden Retriever Distribution Center,1372,PL,low_stock
00012345600074,SKU-WOOF-007-607,Self-Cleaning Dog Bath Station,0614141000029,Labrador Logistics Hub,674,EA,active
00012345600081,SKU-WOOF-008-608,AI-Powered Smart Dog Door,0614141000036,German Shepherd Sorting Facility,789,EA,active
00012345600012,SKU-WOOF-001-609,Premium Belly Rub Machine,0614141000043,Poodle Processing Center,714,EA,reserved
00012345600029,SKU-WOOF-002-610,Tennis Ball Launcher 3000,0614141000050,Bulldog Bulk Warehouse,597,EA,active
00012345600036,SKU-WOOF-003-611,Squirrel Detection Radar,0614141000012,Golden Retriever Distribution Center,731,EA,active
00012345600043,SKU-WOOF-004-612,Anti-Mailman Defense System,0614141000029,Labrador Logistics Hub,1013,EA,active
00012345600050,SKU-WOOF-005-613,Automatic Treat Dispenser Pro,0614141000036,German Shepherd Sorting Facility,258,EA,active
00012345600067,SKU-WOOF-006-614,Indestructible Chew Toy (Ha Right),0614141000043,Poodle Processing Center,1225,EA,active
00012345600074,SKU-WOOF-007-615,Self-Cleaning Dog Bath Station,0614141000050,Bulldog Bulk Warehouse,1020,CS,active
00012345600081,SKU-WOOF-008-616,AI-Powered Smart Dog Door,0614141000012,Golden Retriever Distribution Center,1171,CS,active
00012345600012,SKU-WOOF-001-617,Premium Belly Rub Machine,0614141000029,Labrador Logistics Hub,687,CS,active
00012345600029,SKU-WOOF-002-618,Tennis Ball Launcher 3000,0614141000036,German Shepherd Sorting Facility,1426,CS,low_stock
00012345600036,SKU-WOOF-003-619,Squirrel Detection Radar,0614141000043,Poodle Processing Center,1486,EA,low_stock
00012345600043,SKU-WOOF-004-620,Anti-Mailman Defense System,0614141000050,Bulldog Bulk Warehouse,1156,EA,active
00012345600050,SKU-WOOF-005-621,Automatic Treat Dispenser Pro,0614141000012,Golden Retriever Distribution Center,460,EA,low_stock
00012345600067,SKU-WOOF-006-622,Indestructible Chew Toy (Ha Right),0614141000029,Labrador Logistics Hub,572,EA,active
00012345600074,SKU-WOOF-007-623,Self-Cleaning Dog Bath Station,0614141000036,German Shepherd Sorting Facility,335,EA,active
00012345600081,SKU-WOOF-008-624,AI-Powered Smart Dog Door,0614141000043,Poodle Processing Center,777,EA,active
00012345600012,SKU-WOOF-001-625,Premium Belly Rub Machine,0614141000050,Bulldog Bulk Warehouse,299,CS,active
00012345600029,SKU-WOOF-002-626,Tennis Ball Launcher 3000,0614141000012,Golden Retriever Distribution Center,805,EA,active
00012345600036,SKU-WOOF-003-627,Squirrel Detection Radar,0614141000029,Labrador Logistics Hub,391,EA,low_stock
00012345600043,SKU-WOOF-004-628,Anti-Mailman Defense System,0614141000036,German Shepherd Sorting Facility,1470,EA,active
00012345600050,SKU-WOOF-005-629,Automatic Treat Dispenser Pro,0614141000043,Poodle Processing Center,661,CS,active
00012345600067,SKU-WOOF-006-630,Indestructible Chew Toy (Ha Right),0614141000050,Bulldog Bulk Warehouse,432,EA,active
00012345600074,SKU-WOOF-007-631,Self-Cleaning Dog Bath Station,0614141000012,Golden Retriever Distribution Center,1151,EA,low_stock
00012345600081,SKU-WOOF-008-632,AI-Powered Smart Dog Door,0614141000029,Labrador Logistics Hub,330,EA,low_stock
00012345600012,SKU-WOOF-001-633,Premium Belly Rub Machine,0614141000036,German Shepherd Sorting Facility,621,EA,low_stock
00012345600029,SKU-WOOF-002-634,Tennis Ball Launcher 3000,0614141000043,Poodle Processing Center,511,CS,active
00012345600036,SKU-WOOF-003-635,Squirrel Detection Radar,0614141000050,Bulldog Bulk Warehouse,1485,EA,active
00012345600043,SKU-WOOF-004-636,Anti-Mailman Defense System,0614141000012,Golden Retriever Distribution Center,1401,CS,active
00012345600050,SKU-WOOF-005-637,Automatic Treat Dispenser Pro,0614141000029,Labrador Logistics Hub,312,EA,low_stock
00012345600067,SKU-WOOF-006-638,Indestructible Chew Toy (Ha Right),0614141000036,German Shepherd Sorting Facility,141,CS,low_stock
00012345600074,SKU-WOOF-007-639,Self-Cleaning Dog Bath Station,0614141000043,Poodle Processing Center,723,EA,low_stock
00012345600081,SKU-WOOF-008-640,AI-Powered Smart Dog Door,0614141000050,Bulldog Bulk Warehouse,1030,EA,reserved
00012345600012,SKU-WOOF-001-641,Premium Belly Rub Machine,0614141000012,Golden Retriever Distribution Center,113,EA,active
00012345600029,SKU-WOOF-002-642,Tennis Ball Launcher 3000,0614141000029,Labrador Logistics Hub,305,PL,active
00012345600036,SKU-WOOF-003-643,Squirrel Detection Radar,0614141000036,German Shepherd Sorting Facility,624,EA,low_stock
00012345600043,SKU-WOOF-004-644,Anti-Mailman Defense System,0614141000043,Poodle Processing Center,879,EA,active
00012345600050,SKU-WOOF-005-645,Automatic Treat Dispenser Pro,0614141000050,Bulldog Bulk Warehouse,958,EA,active
00012345600067,SKU-WOOF-006-646,Indestructible Chew Toy (Ha Right),0614141000012,Golden Retriever Distribution Center,1350,EA,low_stock
00012345600074,SKU-WOOF-007-647,Self-Cleaning Dog Bath Station,0614141000029,Labrador Logistics Hub,1252,EA,active
00012345600081,SKU-WOOF-008-648,AI-Powered Smart Dog Door,0614141000036,German Shepherd Sorting Facility,808,EA,active
00012345600012,SKU-WOOF-001-649,Premium Belly Rub Machine,0614141000043,Poodle Processing Center,445,EA,low_stock
00012345600029,SKU-WOOF-002-650,Tennis Ball Launcher 3000,0614141000050,Bulldog Bulk Warehouse,187,CS,active
00012345600036,SKU-WOOF-003-651,Squirrel Detection Radar,0614141000012,Golden Retriever Distribution Center,1480,EA,low_stock
00012345600043,SKU-WOOF-004-652,Anti-Mailman Defense System,0614141000029,Labrador Logistics Hub,395,EA,reserved
00012345600050,SKU-WOOF-005-653,Automatic Treat Dispenser Pro,0614141000036,German Shepherd Sorting Facility,498,EA,active
00012345600067,SKU-WOOF-006-654,Indestructible Chew Toy (Ha Right),0614141000043,Poodle Processing Center,1452,EA,active
00012345600074,SKU-WOOF-007-655,Self-Cleaning Dog Bath Station,0614141000050,Bulldog Bulk Warehouse,1000,EA,reserved
00012345600081,SKU-WOOF-008-656,AI-Powered Smart Dog Door,0614141000012,Golden Retriever Distribution Center,819,CS,reserved
00012345600012,SKU-WOOF-001-657,Premium Belly Rub Machine,0614141000029,Labrador Logistics Hub,145,EA,active
00012345600029,SKU-WOOF-002-658,Tennis Ball Launcher 3000,0614141000036,German Shepherd Sorting Facility,892,CS,reserved
00012345600036,SKU-WOOF-003-659,Squirrel Detection Radar,0614141000043,Poodle Processing Center,1015,EA,active
00012345600043,SKU-WOOF-004-660,Anti-Mailman Defense System,0614141000050,Bulldog Bulk Warehouse,639,EA,active
00012345600050,SKU-WOOF-005-661,Automatic Treat Dispenser Pro,0614141000012,Golden Retriever Distribution Center,671,EA,reserved
00012345600067,SKU-WOOF-006-662,Indestructible Chew Toy (Ha Right),0614141000029,Labrador Logistics Hub,202,EA,active
00012345600074,SKU-WOOF-007-663,Self-Cleaning Dog Bath Station,0614141000036,German Shepherd Sorting Facility,1465,EA,active
00012345600081,SKU-WOOF-008-664,AI-Powered Smart Dog Door,0614141000043,Poodle Processing Center,1161,CS,low_stock
00012345600012,SKU-WOOF-001-665,Premium Belly Rub Machine,0614141000050,Bulldog Bulk Warehouse,93,EA,active
00012345600029,SKU-WOOF-002-666,Tennis Ball Launcher 3000,0614141000012,Golden Retriever Distribution Center,1311,EA,active
00012345600036,SKU-WOOF-003-667,Squirrel Detection Radar,0614141000029,Labrador Logistics Hub,346,EA,active
00012345600043,SKU-WOOF-004-668,Anti-Mailman Defense System,0614141000036,German Shepherd Sorting Facility,947,EA,active
00012345600050,SKU-WOOF-005-669,Automatic Treat Dispenser Pro,0614141000043,Poodle Processing Center,1415,EA,active
00012345600067,SKU-WOOF-006-670,Indestructible Chew Toy (Ha Right),0614141000050,Bulldog Bulk Warehouse,1246,EA,low_stock
00012345600074,SKU-WOOF-007-671,Self-Cleaning Dog Bath Station,0614141000012,Golden Retriever Distribution Center,885,EA,active
00012345600081,SKU-WOOF-008-672,AI-Powered Smart Dog Door,0614141000029,Labrador Logistics Hub,206,CS,low_stock
00012345600012,SKU-WOOF-001-673,Premium Belly Rub Machine,0614141000036,German Shepherd Sorting Facility,843,EA,active
00012345600029,SKU-WOOF-002-674,Tennis Ball Launcher 3000,0614141000043,Poodle Processing Center,294,CS,active
00012345600036,SKU-WOOF-003-675,Squirrel Detection Radar,0614141000050,Bulldog Bulk Warehouse,324,EA,low_stock
00012345600043,SKU-WOOF-004-676,Anti-Mailman Defense System,0614141000012,Golden Retriever Distribution Center,405,CS,active
00012345600050,SKU-WOOF-005-677,Automatic Treat Dispenser Pro,0614141000029,Labrador Logistics Hub,1223,CS,low_stock
00012345600067,SKU-WOOF-006-678,Indestructible Chew Toy (Ha Right),0614141000036,German Shepherd Sorting Facility,567,EA,reserved
00012345600074,SKU-WOOF-007-679,Self-Cleaning Dog Bath Station,0614141000043,Poodle Processing Center,528,EA,reserved
00012345600081,SKU-WOOF-008-680,AI-Powered Smart Dog Door,0614141000050,Bulldog Bulk Warehouse,952,EA,active
00012345600012,SKU-WOOF-001-681,Premium Belly Rub Machine,0614141000012,Golden Retriever Distribution Center,603,EA,reserved
00012345600029,SKU-WOOF-002-682,Tennis Ball Launcher 3000,0614141000029,Labrador Logistics Hub,711,CS,active
00012345600036,SKU-WOOF-003-683,Squirrel Detection Radar,0614141000036,German Shepherd Sorting Facility,975,EA,active
00012345600043,SKU-WOOF-004-684,Anti-Mailman Defense System,0614141000043,Poodle Processing Center,1204,EA,active
